,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Audio/Video Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Audio/Video URL
61,Partnership Technical Advisory Committee,2/6/2012,,,"MetroCenter
1st Floor, Auditorium
101-8th Street,
Oakland, CA 94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439556&GUID=68D2E0AB-F579-41F6-9E3D-F3B89FB08107,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439556&GUID=68D2E0AB-F579-41F6-9E3D-F3B89FB08107&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439556&GUID=68D2E0AB-F579-41F6-9E3D-F3B89FB08107,,
62,Partnership Programming and Delivery Working Group (PDWG),2/6/2012,,,"MTC, 2nd Floor, Claremont
101-8th Street, Oakland 94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=448123&GUID=F2AC9007-D1E0-4613-A0BB-03B3A4A4E092,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=448123&GUID=F2AC9007-D1E0-4613-A0BB-03B3A4A4E092&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=448123&GUID=F2AC9007-D1E0-4613-A0BB-03B3A4A4E092,,
63,Air Quality Conformity Task Force,1/26/2012,,,"Metropolitan Transportation Commission
Joseph P. Bort MetroCenter
Claremont Conference Room 2nd Floor
101 Eighth Street, Oakland
Conference Call Number:  1-888-273-3658(Access Code: 9427202)",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439551&GUID=CCFD0FB6-6D92-47D4-B96F-76D8D6D3B4DC,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439551&GUID=CCFD0FB6-6D92-47D4-B96F-76D8D6D3B4DC&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439551&GUID=CCFD0FB6-6D92-47D4-B96F-76D8D6D3B4DC,,
64,Special Bay Area Headquarters Authority Meeting,1/25/2012,,,"Joseph P. Bort Metro Center, 2nd Floor,
Claremont Conference Room
101 Eighth Street
Oakland, California  94607Or immediately following the 10:00 a.m. Transit Sustainability Project (TSP) Meeting",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439550&GUID=97157E7F-F4F6-4DA8-BB93-06520BFF2D43,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439550&GUID=97157E7F-F4F6-4DA8-BB93-06520BFF2D43&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439550&GUID=97157E7F-F4F6-4DA8-BB93-06520BFF2D43,,
65,Metropolitan Transportation Commission,1/25/2012,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, CA  94607Or immediately following the 9:30 a.m. BATA meeting, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439549&GUID=BE77763B-2958-46FE-97D8-C9AE8417D8C9,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439549&GUID=BE77763B-2958-46FE-97D8-C9AE8417D8C9&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439549&GUID=BE77763B-2958-46FE-97D8-C9AE8417D8C9,,
66,Bay Area Toll Authority,1/25/2012,,,"MTC, Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 8th Street, 1st Floor
Oakland, CA  94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439548&GUID=8C3ED4E5-B656-47F7-801A-3CBF52A763CE,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439548&GUID=8C3ED4E5-B656-47F7-801A-3CBF52A763CE&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439548&GUID=8C3ED4E5-B656-47F7-801A-3CBF52A763CE,,
67,Legislation Committee,1/13/2012,,,"(or immediately following the Operations Committee meeting, whichever occurs later)
Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, California 94607NOTE CHANGE IN TIME",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439542&GUID=7B53460C-13C2-43C6-B584-6A5C2499AB1D,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439542&GUID=7B53460C-13C2-43C6-B584-6A5C2499AB1D&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439542&GUID=7B53460C-13C2-43C6-B584-6A5C2499AB1D,,
68,Operations Committee,1/13/2012,,,"Joseph P. Bort MetroCenter
101 Eighth Street
Oakland, California  94607Or immediately following the 9:00 a.m. Planning Committee Meeting, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439546&GUID=924D7692-BFC4-4D68-8A25-130470259782,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439546&GUID=924D7692-BFC4-4D68-8A25-130470259782&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439546&GUID=924D7692-BFC4-4D68-8A25-130470259782,,
69,Joint MTC Planning Committee with the ABAG Administrative Committee,1/13/2012,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 8th Street
Oakland, CA  94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439547&GUID=D9FD84B3-6984-4C68-A703-43CC8E173806,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439547&GUID=D9FD84B3-6984-4C68-A703-43CC8E173806&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439547&GUID=D9FD84B3-6984-4C68-A703-43CC8E173806,,
70,Policy Advisory Council,1/11/2012,,,"Joseph P. Bort MetroCenter 
MTC Auditorium - 1st Floor
101 Eighth Street
Oakland, CA 94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439543&GUID=3BF6D7A2-E8A8-4B5E-920F-41D92EF4BCAF,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439543&GUID=3BF6D7A2-E8A8-4B5E-920F-41D92EF4BCAF&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439543&GUID=3BF6D7A2-E8A8-4B5E-920F-41D92EF4BCAF,,
71,Regional Equity Working Group,1/11/2012,,,"Claremont Conference Room, 2nd Floor
Joseph P. Bort MetroCenter
101 - 8th Street
Oakland, California",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=448120&GUID=910B49F4-100F-4516-8095-DF9F3BBA30E2,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=448120&GUID=910B49F4-100F-4516-8095-DF9F3BBA30E2&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=448120&GUID=910B49F4-100F-4516-8095-DF9F3BBA30E2,,
72,Programming and Allocations Committee,1/11/2012,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, California 94607Immediately following the Administration Committee, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439541&GUID=B3F9D314-496D-4C5E-B06C-32F5C7325750,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439541&GUID=B3F9D314-496D-4C5E-B06C-32F5C7325750&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439541&GUID=B3F9D314-496D-4C5E-B06C-32F5C7325750,,
73,Administration Committee,1/11/2012,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, CaliforniaOr immediately following the 9:30 a.m. Bay Area Toll Authority (BATA) Oversight Committee Meeting whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439545&GUID=B3332343-92CD-4679-AA5A-0E812B7E1FF9,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439545&GUID=B3332343-92CD-4679-AA5A-0E812B7E1FF9&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439545&GUID=B3332343-92CD-4679-AA5A-0E812B7E1FF9,,
74,Bay Area Toll Authority Oversight Committee,1/11/2012,,,"Joseph P. Bort MetroCenter Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, CA 94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439544&GUID=EA1EF385-3DBA-40D9-AA7E-C614765C8309,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439544&GUID=EA1EF385-3DBA-40D9-AA7E-C614765C8309&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439544&GUID=EA1EF385-3DBA-40D9-AA7E-C614765C8309,,
75,Special Bay Area Headquarters Authority Meeting,12/21/2011,,,"Joseph P. Bort Metro Center, 3rd Floor,
William R. ""Bill"" Lucius Conference Room (Fishbowl)
101 Eighth Street
Oakland, California  94607Or immediately following the 10:10 a.m. Commission Meeting",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439528&GUID=2AB95C97-752D-435D-B9DB-57E4C8A4E3FB,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439528&GUID=2AB95C97-752D-435D-B9DB-57E4C8A4E3FB&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439528&GUID=2AB95C97-752D-435D-B9DB-57E4C8A4E3FB,,
76,Metropolitan Transportation Commission,12/21/2011,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, CA  94607Or immediately following the 10:05 a.m. SAFE meeting, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439536&GUID=3F71A7D9-61DB-4F73-9000-938B4F16D5D7,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439536&GUID=3F71A7D9-61DB-4F73-9000-938B4F16D5D7&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439536&GUID=3F71A7D9-61DB-4F73-9000-938B4F16D5D7,,
77,Service Authority for Freeways and Expressways,12/21/2011,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, California  94607Or immediately following the 10:00 a.m. BATA meeting, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439537&GUID=A68F4323-FC99-4E38-9337-974D56EB895D,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439537&GUID=A68F4323-FC99-4E38-9337-974D56EB895D&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439537&GUID=A68F4323-FC99-4E38-9337-974D56EB895D,,
78,Service Authority for Freeways and Expressways,12/21/2011,,,"Joseph P. Bort MetroCenter
101 Eighth Street
Oakland, CA  94607Or immediately following the 10:00 a.m. BATA meeting, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439540&GUID=705FD5FA-E97A-4C03-B5BC-3AE66BE6C7EB,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439540&GUID=705FD5FA-E97A-4C03-B5BC-3AE66BE6C7EB&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439540&GUID=705FD5FA-E97A-4C03-B5BC-3AE66BE6C7EB,,
79,Bay Area Toll Authority,12/21/2011,,,"MTC, Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 8th Street, 1st Floor
Oakland, CA  94607Please Note Date and Time Change",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439529&GUID=21F0AFDC-FB48-436A-82F7-D8481C50A92B,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439529&GUID=21F0AFDC-FB48-436A-82F7-D8481C50A92B&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439529&GUID=21F0AFDC-FB48-436A-82F7-D8481C50A92B,,
80,Exectutive Office,12/21/2011,,,"William R. ""Bill"" Lucius Conference Room
Joseph P. Bort MetroCenter
101 Eighth Street, 3rd Floor
Oakland, CA",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=447909&GUID=8CFE67C7-A952-466C-807B-1F22C4428A8E,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=447909&GUID=8CFE67C7-A952-466C-807B-1F22C4428A8E&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=447909&GUID=8CFE67C7-A952-466C-807B-1F22C4428A8E,,
81,Regional Advisory Working Group,12/16/2011,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 - 8th Street
Oakland, California",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439539&GUID=CC8C7D86-9E9D-443A-A0FA-DFABD116D735,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439539&GUID=CC8C7D86-9E9D-443A-A0FA-DFABD116D735&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439539&GUID=CC8C7D86-9E9D-443A-A0FA-DFABD116D735,,
82,Policy Advisory Council,12/14/2011,,,"Joseph P. Bort MetroCenter 
MTC Auditorium - 1st Floor
101 Eighth Street
Oakland, CA 94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439538&GUID=375F3E49-0E58-4458-85C2-BFD731011277,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439538&GUID=375F3E49-0E58-4458-85C2-BFD731011277&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439538&GUID=375F3E49-0E58-4458-85C2-BFD731011277,,
83,Programming and Allocations Committee,12/14/2011,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, California 94607Immediately following the Administration Committee, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439535&GUID=C6F153AE-B27B-469E-94B5-EA21708F7D64,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439535&GUID=C6F153AE-B27B-469E-94B5-EA21708F7D64&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439535&GUID=C6F153AE-B27B-469E-94B5-EA21708F7D64,,
84,Administration Committee,12/14/2011,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, CaliforniaOr immediately following the 9:30 a.m. Bay Area Toll Authority (BATA) Oversight Committee Meeting whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439533&GUID=501B765D-A2DB-4053-9299-BFB26DF8419E,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439533&GUID=501B765D-A2DB-4053-9299-BFB26DF8419E&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439533&GUID=501B765D-A2DB-4053-9299-BFB26DF8419E,,
85,Bay Area Toll Authority Oversight Committee,12/14/2011,,,"Joseph P. Bort MetroCenter Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, CA 94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439527&GUID=9A73C51D-A11A-4BBD-9B96-6124C450B8F8,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439527&GUID=9A73C51D-A11A-4BBD-9B96-6124C450B8F8&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439527&GUID=9A73C51D-A11A-4BBD-9B96-6124C450B8F8,,
86,Partnership Technical Advisory Committee,12/12/2011,,,"MetroCenter
1st Floor, Auditorium
101-8th Street,
Oakland, CA 94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439534&GUID=213416AA-CC40-4532-AA52-139A4E6DFB06,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439534&GUID=213416AA-CC40-4532-AA52-139A4E6DFB06&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439534&GUID=213416AA-CC40-4532-AA52-139A4E6DFB06,,
87,Joint MTC Planning Committee with the ABAG Administrative Committee,12/9/2011,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 8th Street
Oakland, CA  94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439532&GUID=E9BDF5D0-4A5A-4FFA-90D0-27D66BFDCE72,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439532&GUID=E9BDF5D0-4A5A-4FFA-90D0-27D66BFDCE72&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439532&GUID=E9BDF5D0-4A5A-4FFA-90D0-27D66BFDCE72,,
88,Legislation Committee,12/9/2011,,,"(or immediately following the Operations Committee meeting, whichever occurs later)
Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, California 94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439526&GUID=A1E1B0F5-85A5-4F87-B1BE-0D3D127E8F5E,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439526&GUID=A1E1B0F5-85A5-4F87-B1BE-0D3D127E8F5E&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439526&GUID=A1E1B0F5-85A5-4F87-B1BE-0D3D127E8F5E,,
89,Operations Committee,12/9/2011,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, California  94605",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439531&GUID=18861F93-7DFA-4BD7-9AD7-47189677AEC8,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439531&GUID=18861F93-7DFA-4BD7-9AD7-47189677AEC8&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439531&GUID=18861F93-7DFA-4BD7-9AD7-47189677AEC8,,
90,Regional Equity Working Group,12/7/2011,,,"Joseph P. Bort MetroCenter
ABAG Conference Room B,
1st Floor
101 8th Street
Oakland, California",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=448118&GUID=B17F45F7-147C-4869-AE9B-29E1C43BC2A8,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=448118&GUID=B17F45F7-147C-4869-AE9B-29E1C43BC2A8&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=448118&GUID=B17F45F7-147C-4869-AE9B-29E1C43BC2A8,,
91,Bay Area Regional Collaborative,12/2/2011,,,"Metro Center Auditorium
101 Eighth Street, Oakland",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439530&GUID=20A95918-C908-493D-BB3E-70C5E2D94BB1,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439530&GUID=20A95918-C908-493D-BB3E-70C5E2D94BB1&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439530&GUID=20A95918-C908-493D-BB3E-70C5E2D94BB1,,
92,Air Quality Conformity Task Force,11/30/2011,,,"Metropolitan Transportation Commission
Joseph P. Bort MetroCenter
Staff Conference Roomâ?? ThirdFloor
101 Eighth Street, Oakland
Conference Call Number:  1-888-273-3658(Access Code: 9427202)",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439525&GUID=A834C399-4911-4F92-82ED-279614B2BDB4,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439525&GUID=A834C399-4911-4F92-82ED-279614B2BDB4&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439525&GUID=A834C399-4911-4F92-82ED-279614B2BDB4,,
93,Metropolitan Transportation Commission,11/16/2011,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 - Eighth Street, 1st Floor 
Oakland, California 94607PLEASE NOTE DATE AND TIME   
Also note to the reader:  Recommendations for items on this agenda may change due to actions taken by Committees after mail out of this packet.  Any updated information will be provided at the Commission meeting.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439524&GUID=DA83DBCB-663B-45E6-8A52-77DB2905BC25,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439524&GUID=DA83DBCB-663B-45E6-8A52-77DB2905BC25&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439524&GUID=DA83DBCB-663B-45E6-8A52-77DB2905BC25,,
94,Policy Advisory Council,11/9/2011,,,"Joseph P. Bort MetroCenter 
MTC Auditorium - 1st Floor
101 Eighth Street
Oakland, CA 94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439523&GUID=302F8E3B-5B90-4D90-94AD-D8532B8ECA4C,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439523&GUID=302F8E3B-5B90-4D90-94AD-D8532B8ECA4C&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439523&GUID=302F8E3B-5B90-4D90-94AD-D8532B8ECA4C,,
95,Regional Equity Working Group,11/9/2011,,,"Joseph P. Bort MetroCenter
Claremont Conference Room, 2nd Floor
101 8th Street
Oakland, California",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=448115&GUID=D9A65AF8-099A-4751-B008-36AC84CF1851,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=448115&GUID=D9A65AF8-099A-4751-B008-36AC84CF1851&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=448115&GUID=D9A65AF8-099A-4751-B008-36AC84CF1851,,
96,Programming and Allocations Committee,11/9/2011,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, California 94607Immediately following the Administration Committee, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439522&GUID=241E2D97-8DB9-4641-8E24-2A7675D32B03,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439522&GUID=241E2D97-8DB9-4641-8E24-2A7675D32B03&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439522&GUID=241E2D97-8DB9-4641-8E24-2A7675D32B03,,
97,Administration Committee,11/9/2011,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, CaliforniaOr immediately following the 9:30 a.m. Bay Area Toll Authority (BATA) Oversight Committee Meeting whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439518&GUID=D2284FE0-75B2-40DC-A705-56347A40E525,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439518&GUID=D2284FE0-75B2-40DC-A705-56347A40E525&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439518&GUID=D2284FE0-75B2-40DC-A705-56347A40E525,,
98,Bay Area Toll Authority Oversight Committee,11/9/2011,,,"Joseph P. Bort MetroCenter Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, CA 94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439521&GUID=258EABAC-F10B-4B21-8BA6-50ECDD619361,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439521&GUID=258EABAC-F10B-4B21-8BA6-50ECDD619361&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439521&GUID=258EABAC-F10B-4B21-8BA6-50ECDD619361,,
