,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Video Text,Audio Text,Transcript Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Video URL,Audio URL,Transcript URL
51,Land Use and Transportation Committee,7/25/2016,,1:30 PM,"City Hall, Legislative Chamber, Room 250Regular Meeting",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499759&GUID=B6C3A048-B935-4C75-931F-9AA773D6A786,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499759&GUID=B6C3A048-B935-4C75-931F-9AA773D6A786&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499759&GUID=B6C3A048-B935-4C75-931F-9AA773D6A786,https://sfgov.legistar.com/View.ashx?M=M&ID=499759&GUID=B6C3A048-B935-4C75-931F-9AA773D6A786,,,
52,Rules Committee,7/25/2016,,10:45 AM,"City Hall, Committee Room 263Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499761&GUID=90293CC5-9283-4F3B-B0DA-0B5D14D02AF7,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499761&GUID=90293CC5-9283-4F3B-B0DA-0B5D14D02AF7&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499761&GUID=90293CC5-9283-4F3B-B0DA-0B5D14D02AF7,https://sfgov.legistar.com/View.ashx?M=M&ID=499761&GUID=90293CC5-9283-4F3B-B0DA-0B5D14D02AF7,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
53,Rules Committee,7/21/2016,,10:00 AM,"City Hall, Committee Room 263Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499757&GUID=F27D7B46-252A-461D-A831-520539ADB25B,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499757&GUID=F27D7B46-252A-461D-A831-520539ADB25B&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499757&GUID=F27D7B46-252A-461D-A831-520539ADB25B,https://sfgov.legistar.com/View.ashx?M=M&ID=499757&GUID=F27D7B46-252A-461D-A831-520539ADB25B,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
54,Government Audit and Oversight Committee,7/21/2016,,9:30 AM,"City Hall, Legislative Chamber, Room 250Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499749&GUID=6988FE67-FE00-4FE7-911A-9738805339DB,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499749&GUID=6988FE67-FE00-4FE7-911A-9738805339DB&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499749&GUID=6988FE67-FE00-4FE7-911A-9738805339DB,https://sfgov.legistar.com/View.ashx?M=M&ID=499749&GUID=6988FE67-FE00-4FE7-911A-9738805339DB,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
55,Budget and Finance Sub-Committee,7/20/2016,,10:00 AM,"City Hall, Legislative Chamber, Room 250Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499751&GUID=E89F55C6-B5E7-47A0-82C3-A21D29AFACDB,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499751&GUID=E89F55C6-B5E7-47A0-82C3-A21D29AFACDB&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499751&GUID=E89F55C6-B5E7-47A0-82C3-A21D29AFACDB,https://sfgov.legistar.com/View.ashx?M=M&ID=499751&GUID=E89F55C6-B5E7-47A0-82C3-A21D29AFACDB,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
56,Board of Supervisors,7/19/2016,,3:00 PM,"Legislative Chamber, Room 250
City Hall, 1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499755&GUID=7036B6F9-4ADB-4576-B5A7-EA8D3DA2E2EF,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499755&GUID=7036B6F9-4ADB-4576-B5A7-EA8D3DA2E2EF&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499755&GUID=7036B6F9-4ADB-4576-B5A7-EA8D3DA2E2EF,https://sfgov.legistar.com/View.ashx?M=M&ID=499755&GUID=7036B6F9-4ADB-4576-B5A7-EA8D3DA2E2EF,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
57,Board of Supervisors,7/19/2016,,2:00 PM,"Legislative Chamber, Room 250
City Hall, 1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499753&GUID=89E40960-50AB-407A-9170-A21956C2E116,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499753&GUID=89E40960-50AB-407A-9170-A21956C2E116&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499753&GUID=89E40960-50AB-407A-9170-A21956C2E116,https://sfgov.legistar.com/View.ashx?M=M&ID=499753&GUID=89E40960-50AB-407A-9170-A21956C2E116,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
58,Land Use and Transportation Committee,7/18/2016,,1:30 PM,"City Hall, Legislative Chamber, Room 250Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499750&GUID=57A074B9-26E3-4B4D-BD51-3E739A8D42A7,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499750&GUID=57A074B9-26E3-4B4D-BD51-3E739A8D42A7&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499750&GUID=57A074B9-26E3-4B4D-BD51-3E739A8D42A7,https://sfgov.legistar.com/View.ashx?M=M&ID=499750&GUID=57A074B9-26E3-4B4D-BD51-3E739A8D42A7,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
59,Rules Committee,7/18/2016,,12:30 PM,"City Hall, Committee Room 263Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499756&GUID=1F8F6FF0-2B1A-4D80-BED7-B970AB72AB61,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499756&GUID=1F8F6FF0-2B1A-4D80-BED7-B970AB72AB61&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499756&GUID=1F8F6FF0-2B1A-4D80-BED7-B970AB72AB61,https://sfgov.legistar.com/View.ashx?M=M&ID=499756&GUID=1F8F6FF0-2B1A-4D80-BED7-B970AB72AB61,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
60,Budget and Finance Sub-Committee,7/18/2016,,10:30 AM,"City Hall, Legislative Chamber, Room 250Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499754&GUID=93610C31-9930-46B3-A1C5-8BE620ACA22E,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499754&GUID=93610C31-9930-46B3-A1C5-8BE620ACA22E&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499754&GUID=93610C31-9930-46B3-A1C5-8BE620ACA22E,https://sfgov.legistar.com/View.ashx?M=M&ID=499754&GUID=93610C31-9930-46B3-A1C5-8BE620ACA22E,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
61,Board of Supervisors,7/15/2016,,5:15 PM,"Legislative Chamber, Room 250
City Hall, 1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499752&GUID=6D4ED142-20D2-49D9-8CC9-CAD0831337AB,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499752&GUID=6D4ED142-20D2-49D9-8CC9-CAD0831337AB&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499752&GUID=6D4ED142-20D2-49D9-8CC9-CAD0831337AB,https://sfgov.legistar.com/View.ashx?M=M&ID=499752&GUID=6D4ED142-20D2-49D9-8CC9-CAD0831337AB,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
62,Public Safety and Neighborhood Services Committee,7/14/2016,,2:30 PM,"City Hall, Legislative Chamber, Room 250Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499743&GUID=97E41AF1-23CC-4EBB-BDCE-4193D2676512,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499743&GUID=97E41AF1-23CC-4EBB-BDCE-4193D2676512&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499743&GUID=97E41AF1-23CC-4EBB-BDCE-4193D2676512,https://sfgov.legistar.com/View.ashx?M=M&ID=499743&GUID=97E41AF1-23CC-4EBB-BDCE-4193D2676512,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
63,Rules Committee,7/14/2016,,11:00 AM,"City Hall, Committee Room 263Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499748&GUID=BF91B603-F06C-4149-9735-0463362D5832,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499748&GUID=BF91B603-F06C-4149-9735-0463362D5832&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499748&GUID=BF91B603-F06C-4149-9735-0463362D5832,https://sfgov.legistar.com/View.ashx?M=M&ID=499748&GUID=BF91B603-F06C-4149-9735-0463362D5832,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
64,Budget and Finance Sub-Committee,7/13/2016,,10:00 AM,"City Hall, Legislative Chamber, Room 250Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499745&GUID=0FECEEC1-6428-49FF-9969-CBCE96F13AA0,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499745&GUID=0FECEEC1-6428-49FF-9969-CBCE96F13AA0&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499745&GUID=0FECEEC1-6428-49FF-9969-CBCE96F13AA0,https://sfgov.legistar.com/View.ashx?M=M&ID=499745&GUID=0FECEEC1-6428-49FF-9969-CBCE96F13AA0,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
65,Board of Supervisors,7/12/2016,,2:00 PM,"Legislative Chamber, Room 250
City Hall, 1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499746&GUID=5431DFBE-8D3B-4F68-A39C-CD08CF395DCB,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499746&GUID=5431DFBE-8D3B-4F68-A39C-CD08CF395DCB&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499746&GUID=5431DFBE-8D3B-4F68-A39C-CD08CF395DCB,https://sfgov.legistar.com/View.ashx?M=M&ID=499746&GUID=5431DFBE-8D3B-4F68-A39C-CD08CF395DCB,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
66,Land Use and Transportation Committee,7/11/2016,,1:30 PM,"City Hall, Legislative Chamber, Room 250Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499744&GUID=C2275AFB-A533-4C9C-B83C-75DA9053628D,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499744&GUID=C2275AFB-A533-4C9C-B83C-75DA9053628D&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499744&GUID=C2275AFB-A533-4C9C-B83C-75DA9053628D,https://sfgov.legistar.com/View.ashx?M=M&ID=499744&GUID=C2275AFB-A533-4C9C-B83C-75DA9053628D,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
67,Rules Committee,7/11/2016,,10:30 AM,"City Hall, Committee Room 263Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499747&GUID=262B5AB1-B3F1-434A-9207-C49EB24F6FEE,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499747&GUID=262B5AB1-B3F1-434A-9207-C49EB24F6FEE&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499747&GUID=262B5AB1-B3F1-434A-9207-C49EB24F6FEE,https://sfgov.legistar.com/View.ashx?M=M&ID=499747&GUID=262B5AB1-B3F1-434A-9207-C49EB24F6FEE,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
68,Rules Committee,7/7/2016,,1:30 PM,"City Hall, Committee Room 263Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499740&GUID=74653596-0F89-4DCA-B948-95BD3DAFE54F,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499740&GUID=74653596-0F89-4DCA-B948-95BD3DAFE54F&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499740&GUID=74653596-0F89-4DCA-B948-95BD3DAFE54F,https://sfgov.legistar.com/View.ashx?M=M&ID=499740&GUID=74653596-0F89-4DCA-B948-95BD3DAFE54F,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
69,Government Audit and Oversight Committee,7/7/2016,,9:30 AM,"City Hall, Legislative Chamber, Room 250Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499734&GUID=CDB499BE-742C-4102-9F72-122E699123CB,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499734&GUID=CDB499BE-742C-4102-9F72-122E699123CB&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499734&GUID=CDB499BE-742C-4102-9F72-122E699123CB,https://sfgov.legistar.com/View.ashx?M=M&ID=499734&GUID=CDB499BE-742C-4102-9F72-122E699123CB,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
70,Rules Committee,7/6/2016,,11:00 AM,"City Hall, Committee Room 263Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499739&GUID=0342ABD0-B2F2-4FF5-88D6-A57CCB735F80,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499739&GUID=0342ABD0-B2F2-4FF5-88D6-A57CCB735F80&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499739&GUID=0342ABD0-B2F2-4FF5-88D6-A57CCB735F80,https://sfgov.legistar.com/View.ashx?M=M&ID=499739&GUID=0342ABD0-B2F2-4FF5-88D6-A57CCB735F80,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
71,Budget and Finance Sub-Committee,7/6/2016,,10:30 AM,"City Hall, Legislative Chamber, Room 250Rescheduled Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499738&GUID=8FB3D42C-217E-40B5-8BE2-9596E39F135A,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499738&GUID=8FB3D42C-217E-40B5-8BE2-9596E39F135A&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499738&GUID=8FB3D42C-217E-40B5-8BE2-9596E39F135A,https://sfgov.legistar.com/View.ashx?M=M&ID=499738&GUID=8FB3D42C-217E-40B5-8BE2-9596E39F135A,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
72,Rules Committee,6/30/2016,,10:00 AM,"City Hall, Legislative Chamber, Room 250Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499737&GUID=60115D9E-7FA4-4895-A94D-43A4AFF8CEE9,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499737&GUID=60115D9E-7FA4-4895-A94D-43A4AFF8CEE9&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499737&GUID=60115D9E-7FA4-4895-A94D-43A4AFF8CEE9,https://sfgov.legistar.com/View.ashx?M=M&ID=499737&GUID=60115D9E-7FA4-4895-A94D-43A4AFF8CEE9,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
73,Budget and Finance Committee,6/29/2016,,1:00 PM,"City Hall, Legislative Chamber, Room 250Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499735&GUID=DCF4725B-D4BE-4E1E-BF3E-1CE1E8F83503,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499735&GUID=DCF4725B-D4BE-4E1E-BF3E-1CE1E8F83503&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499735&GUID=DCF4725B-D4BE-4E1E-BF3E-1CE1E8F83503,https://sfgov.legistar.com/View.ashx?M=M&ID=499735&GUID=DCF4725B-D4BE-4E1E-BF3E-1CE1E8F83503,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
74,Budget and Finance Sub-Committee,6/29/2016,,11:00 AM,"City Hall, Legislative Chamber, Room 250Rescheduled Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499731&GUID=9C34E268-A270-45FD-B3C9-ADA820D34B25,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499731&GUID=9C34E268-A270-45FD-B3C9-ADA820D34B25&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499731&GUID=9C34E268-A270-45FD-B3C9-ADA820D34B25,https://sfgov.legistar.com/View.ashx?M=M&ID=499731&GUID=9C34E268-A270-45FD-B3C9-ADA820D34B25,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
75,Public Safety and Neighborhood Services Committee,6/29/2016,,10:00 AM,"City Hall, Committee Room 263Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499729&GUID=0ADD7419-A066-428D-AA51-F2665813573C,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499729&GUID=0ADD7419-A066-428D-AA51-F2665813573C&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499729&GUID=0ADD7419-A066-428D-AA51-F2665813573C,https://sfgov.legistar.com/View.ashx?M=M&ID=499729&GUID=0ADD7419-A066-428D-AA51-F2665813573C,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
76,Board of Supervisors,6/28/2016,,2:00 PM,"Legislative Chamber, Room 250
City Hall, 1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499733&GUID=682B2A64-FFA0-48A4-AD3E-2E38B0C75C50,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499733&GUID=682B2A64-FFA0-48A4-AD3E-2E38B0C75C50&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499733&GUID=682B2A64-FFA0-48A4-AD3E-2E38B0C75C50,https://sfgov.legistar.com/View.ashx?M=M&ID=499733&GUID=682B2A64-FFA0-48A4-AD3E-2E38B0C75C50,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
77,Land Use and Transportation Committee,6/27/2016,,1:30 PM,"City Hall, Legislative Chamber, Room 250Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499732&GUID=CA69F703-AE95-47A3-9272-111110B2F8EC,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499732&GUID=CA69F703-AE95-47A3-9272-111110B2F8EC&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499732&GUID=CA69F703-AE95-47A3-9272-111110B2F8EC,https://sfgov.legistar.com/View.ashx?M=M&ID=499732&GUID=CA69F703-AE95-47A3-9272-111110B2F8EC,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
78,Budget and Finance Committee,6/24/2016,,10:00 AM,"City Hall, Legislative Chamber, Room 250Recessed Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499736&GUID=E59B94F3-D53D-4B69-B426-E6DCF7900E26,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499736&GUID=E59B94F3-D53D-4B69-B426-E6DCF7900E26&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499736&GUID=E59B94F3-D53D-4B69-B426-E6DCF7900E26,https://sfgov.legistar.com/View.ashx?M=M&ID=499736&GUID=E59B94F3-D53D-4B69-B426-E6DCF7900E26,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
79,Rules Committee,6/23/2016,,11:00 AM,"City Hall, Committee Room 263Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499730&GUID=17E38EF3-252C-4E79-A1AB-27EF5169FBB0,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499730&GUID=17E38EF3-252C-4E79-A1AB-27EF5169FBB0&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499730&GUID=17E38EF3-252C-4E79-A1AB-27EF5169FBB0,https://sfgov.legistar.com/View.ashx?M=M&ID=499730&GUID=17E38EF3-252C-4E79-A1AB-27EF5169FBB0,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
80,Budget and Finance Committee,6/23/2016,,10:00 AM,"City Hall, Legislative Chamber, Room 250Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499727&GUID=8CA8A02D-DB2E-4B3B-AEF8-39E9B05A989C,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499727&GUID=8CA8A02D-DB2E-4B3B-AEF8-39E9B05A989C&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499727&GUID=8CA8A02D-DB2E-4B3B-AEF8-39E9B05A989C,https://sfgov.legistar.com/View.ashx?M=M&ID=499727&GUID=8CA8A02D-DB2E-4B3B-AEF8-39E9B05A989C,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
81,Budget and Finance Committee,6/22/2016,,10:00 AM,"City Hall, Legislative Chamber, Room 250Rescheduled Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499726&GUID=1E8FA3D6-8212-4E25-BE35-A2E54521DD3B,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499726&GUID=1E8FA3D6-8212-4E25-BE35-A2E54521DD3B&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499726&GUID=1E8FA3D6-8212-4E25-BE35-A2E54521DD3B,https://sfgov.legistar.com/View.ashx?M=M&ID=499726&GUID=1E8FA3D6-8212-4E25-BE35-A2E54521DD3B,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
82,Board of Supervisors,6/21/2016,,2:00 PM,"Legislative Chamber, Room 250
City Hall, 1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499728&GUID=F011535C-2C7B-4E89-9CAD-886E70DF6ABD,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499728&GUID=F011535C-2C7B-4E89-9CAD-886E70DF6ABD&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499728&GUID=F011535C-2C7B-4E89-9CAD-886E70DF6ABD,https://sfgov.legistar.com/View.ashx?M=M&ID=499728&GUID=F011535C-2C7B-4E89-9CAD-886E70DF6ABD,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
83,Land Use and Transportation Committee,6/20/2016,,1:30 PM,"City Hall, Committee Room 263Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=499725&GUID=3F7709B7-F18E-4583-9B04-B5DCF10F429F,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=499725&GUID=3F7709B7-F18E-4583-9B04-B5DCF10F429F&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=499725&GUID=3F7709B7-F18E-4583-9B04-B5DCF10F429F,https://sfgov.legistar.com/View.ashx?M=M&ID=499725&GUID=3F7709B7-F18E-4583-9B04-B5DCF10F429F,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
